INPUT VALUES: 
m: 1, c: 0.045, k: 2.2
a_1: -1.95, a_2: -2, a_3: 1.75
w_1: 0.055, w_2: 1.05, w_3: 2.05
Time, Displacement, Velocity, Acceleration 
53.5, -0.1803822506, -0.7397566463, 1.259395774
53.6, -0.2487034688, -0.6332492146, 0.8638095808
53.7, -0.3084104152, -0.5679447137, 0.4397441053
53.8, -0.3637214843, -0.5453626632, 0.013798209
53.9, -0.4188742366, -0.5643740885, -0.387862325
54, -0.47786475, -0.6213055756, -0.740710119
54.1, -0.5442032846, -0.7101601221, -1.022978372
54.2, -0.620697444, -0.8229440171, -1.216651644
54.3, -0.7092727046, -0.9500844354, -1.308282884
54.4, -0.810838454, -1.080918562, -1.289601938
54.5, -0.9252056038, -1.204232034, -1.157889905
54.6, -1.051059504, -1.308822418, -0.9161038307
54.7, -1.185989405, -1.384062432, -0.5727470369
54.8, -1.326573177, -1.420437702, -0.1414913606
54.9, -1.468513517, -1.410034994, 0.3594317512
55, -1.606819581, -1.346959087, 0.9080444024
55.1, -1.736025948, -1.227659565, 1.479604
55.2, -1.850439113, -1.051152769, 2.047710693
55.3, -1.944400495, -0.8191287143, 2.585492195
55.4, -2.012554152, -0.5359378009, 3.066814358
55.5, -2.050107127, -0.2084573769, 3.467464733
55.6, -2.053070647, 0.154156542, 3.766257514
55.7, -2.018471169, 0.5408220856, 3.946011578
55.8, -1.944521508, 0.9389739879, 3.994358756
55.9, -1.830744017, 1.335076865, 3.904346714
56, -1.678039801, 1.715187356, 3.674809598
56.1, -1.48870027, 2.06554096, 3.310489507
56.2, -1.266359834, 2.373138268, 2.82190256
56.3, -1.015891061, 2.626305171, 2.224954222
56.4, -0.7432461425, 2.815202666, 1.540319359
56.5, -0.455250836, 2.932263933, 0.792612583
56.6, -0.1593591624, 2.972539363, 0.009383533175
56.7, 0.1366211404, 2.933934105, -0.7800206942
56.8, 0.4248210651, 2.817327181, -1.545677912
56.9, 0.6976085066, 2.626566284, -2.258346176
57, 0.9478796486, 2.368337617, -2.890698659
57.1, 1.169331259, 2.051915475, -3.418485313
57.2, 1.356702323, 1.688801408, -3.821571475
57.3, 1.505974657, 1.292267586, -4.084808617
57.4, 1.614523844, 0.8768230713, -4.198699384
57.5, 1.681213839, 0.4576251505, -4.159827632
57.6, 1.70643099, 0.04986025327, -3.971034051
57.7, 1.6920557, -0.3318795528, -3.641328593
57.8, 1.641372622, -0.6741982053, -3.185542091
57.9, 1.558922844, -0.9654499229, -2.623730435
58, 1.450304022, -1.196222481, -1.980355208
58.1, 1.321926601, -1.359728732, -1.283274208
58.2, 1.180736214, -1.452089367, -0.5625834348
58.3, 1.033913769, -1.472494445, 0.1506414239
58.4, 0.8885657853, -1.423236195, 0.8256515661
58.5, 0.7514179976, -1.309611057, 1.433324996
58.6, 0.6285251682, -1.139694329, 1.947405132
58.7, 0.5250094642, -0.9239962245, 2.345625785
58.8, 0.4448386018, -0.6750131243, 2.610674711
58.9, 0.3906533608, -0.4066922972, 2.730954526
59, 0.3636520501, -0.1338320692, 2.701108049
59.1, 0.3635371598, 0.1285577528, 2.522284871
59.2, 0.3885268531, 0.3659086069, 2.20213665
59.3, 0.4354312511, 0.5647317699, 1.754539906
59.4, 0.4997907471, 0.7132159819, 1.199056456
59.5, 0.5760709717, 0.8017588294, 0.560152582
59.6, 0.6579066266, 0.8234092472, -0.1337918131
59.7, 0.7383843131, 0.7742020698, -0.8516439872
59.8, 0.8103527851, 0.6533699559, -1.56080175
59.9, 0.8667478397, 0.4634230164, -2.228546887
60, 0.9009183542, 0.2100919119, -2.823412921
60.1, 0.9069398421, -0.09786418606, -3.316510731
60.2, 0.8799023166, -0.4489777874, -3.682757066
60.3, 0.8161602184, -0.82950912, -3.901954834
60.4, 0.7135336456, -1.223980871, -3.959679987
60.5, 0.5714520437, -1.615790356, -3.847937643
60.6, 0.3910338227, -1.987874547, -3.565559496
60.7, 0.1750979381, -2.32340115, -3.118325128
60.8, -0.07189377106, -2.606457687, -2.518801129
60.9, -0.3439618815, -2.822710583, -1.785903538
61, -0.6337979636, -2.960007301, -0.9442004427
61.1, -0.9330094841, -3.008896861, -0.02298232067
61.2, -1.23241177, -2.963047292, 0.9448627816
61.3, -1.522355825, -2.819542686, 1.924124046
61.4, -1.793079283, -2.579047407, 2.878641291
61.5, -2.035066832, -2.245830318, 3.77272154
61.6, -2.239405966, -1.82764758, 4.572541468
61.7, -2.398124104, -1.335488286, 5.247479023
61.8, -2.504493804, -0.7831927343, 5.771320361
61.9, -2.553294033, -0.1869583017, 6.123293342
62, -2.541017207, 0.4352475943, 6.288885917
62.1, -2.466013831, 1.064344202, 6.260416537
62.2, -2.328569065, 1.680837795, 6.037333847
62.3, -2.130908224, 2.265537929, 5.62623401
62.4, -1.877131036, 2.800261262, 5.040595504
62.5, -1.573077306, 3.268495149, 4.30024279
62.6, -1.22612933, 3.655994943, 3.430561247
62.7, -0.8449588763, 3.951291667, 2.461495881
62.8, -0.439228722, 4.146090423, 1.426375019
62.9, -0.01926045728, 4.235544417, 0.3606072396
63, 0.4043184476, 4.218394534, -0.6996952402
63.1, 0.8209345979, 4.096969905, -1.719110653
63.2, 1.220421759, 3.877050552, -2.66426275
63.3, 1.593353563, 3.567598766, -3.505082165
63.4, 1.931343269, 3.180371169, -4.21592352
63.5, 2.227299437, 2.729428146, -4.776493896
63.6, 2.475628273, 2.23056143, -5.172556262
63.7, 2.672375618, 1.70066375, -5.396380972
63.8, 2.815304093, 1.157066656, -5.446928937
63.9, 2.903903562, 0.6168737099, -5.329761312
64, 2.939335826, 0.09631616634, -5.056681854
64.1, 2.924317088, -0.3898428838, -4.645129189
64.2, 2.862944263, -0.8288322013, -4.117346477
64.3, 2.760473398, -1.210303414, -3.499365107
64.4, 2.623060327, -1.52665291, -2.819846512
64.5, 2.4574751, -1.773222884, -2.10883191
64.6, 2.270802651, -1.948374953, -1.396453251
64.7, 2.070142548, -2.053435213, -0.7116599867
64.8, 1.862320496, -2.092515001, -0.08101522952
64.9, 1.653623624, -2.072216857, 0.4723883672
65, 1.449570319, -2.001239968, 0.929848068
65.1, 1.254723804, -1.889903494, 1.277768132
65.2, 1.072556586, -1.74960956, 1.508145611
65.3, 0.9053706207, -1.592270054, 1.618805948
65.4, 0.7542755531, -1.429722771, 1.613380234
65.5, 0.6192247919, -1.273162666, 1.501027037
65.6, 0.4991066617, -1.132613168, 1.295912617
65.7, 0.3918854486, -1.016460583, 1.016473644
65.8, 0.294784996, -0.9310717561, 0.6844957697
65.9, 0.2045056704, -0.8805113858, 0.3240491678
66, 0.1174640926, -0.8663710028, -0.03967178865
66.1, 0.03004407237, -0.8877166464, -0.3815535696
66.2, -0.06115325694, -0.9411570802, -0.6777602922
66.3, -0.1590720307, -1.021029079, -0.906869785
66.4, -0.2659882895, -1.119691197, -1.050899109
66.5, -0.3833308774, -1.227912654, -1.096174555
66.6, -0.5115452717, -1.33533983, -1.034007879
66.7, -0.6500070785, -1.431019403, -0.8611489158
66.8, -0.7969897067, -1.503954686, -0.579994347
66.9, -0.949688297, -1.543670204, -0.1985429435
67, -1.104299462, -1.540759112, 0.2699014939
67.1, -1.256153873, -1.487388767, 0.8072673581
67.2, -1.399896349, -1.377741459, 1.391470112
67.3, -1.529705909, -1.208370065, 1.99735287
67.4, -1.639546437, -0.9784520023, 2.597772654
67.5, -1.723437118, -0.6899291838, 3.164785896
67.6, -1.775730841, -0.3475265643, 3.67088235
67.7, -1.791388275, 0.04135291413, 4.090214294
67.8, -1.766235362, 0.4668538429, 4.399767909
67.9, -1.69719257, 0.9170059795, 4.580425958
68, -1.582465304, 1.378160755, 4.617875322
68.1, -1.421686441, 1.835509077, 4.503319354
68.2, -1.216003889, 2.273659242, 4.233963115
68.3, -0.9681083415, 2.677251039, 3.813249094
68.4, -0.6821988722, 3.031580407, 3.250831457
68.5, -0.3638866341, 3.323208356, 2.562287931
68.6, -0.02003953468, 3.540528343, 1.768579474
68.7, 0.341426729, 3.674267823, 0.8952786375
68.8, 0.7118035822, 3.717902323, -0.0284026433
68.9, 1.081880744, 3.667963865, -0.9707465072
69, 1.44226236, 3.524229891, -1.898777547
69.1, 1.783695663, 3.289783726, -2.779574767
69.2, 2.097399071, 2.97094292, -3.581592856
69.3, 2.375376579, 2.577057294, -4.275937865
69.4, 2.610705712, 2.120183915, -4.837544065
69.5, 2.797787318, 1.614651422, -5.246202615
69.6, 2.932546961, 1.076530715, -5.487398683
69.7, 3.012579556, 0.5230330427, -5.552921446
69.8, 3.037231178, -0.0281404316, -5.441220694
69.9, 3.007614493, -0.5594713382, -5.157494239
70, 2.926556934, -1.054291854, -4.713501414
70.1, 2.798483487, -1.497420336, -4.12710932
70.2, 2.62923861, -1.875738918, -3.42158958
70.3, 2.425854285, -2.17868943, -2.624693737
70.4, 2.196273439, -2.398667324, -1.767544702
70.5, 1.949039749, -2.53129739, -0.8833893321
70.6, 1.692966296, -2.575579893, -0.006263113319
70.7, 1.436796352, -2.533901054, 0.8303783733
70.8, 1.188869955, -2.411907355, 1.595005008
70.9, 0.9568096604, -2.218248754, 2.259279383
71, 0.7472381252, -1.964201281, 2.799193562
71.1, 0.5655388276, -1.663184468, 3.196028471
71.2, 0.4156694984, -1.330193386, 3.437096316
71.3, 0.3000356575, -0.9811686118, 3.516235344
71.4, 0.219429186, -0.6323300058, 3.434036453
71.5, 0.1730341924, -0.299501666, 3.197792224
71.6, 0.1584996661, 0.002544170988, 2.821170412
71.7, 0.1720756623, 0.2606973169, 2.323625314
71.8, 0.2088071535, 0.464048816, 1.729571267
71.9, 0.2627773113, 0.6043369694, 1.067352377
72, 0.327389951, 0.6762818836, 0.3680510047
72.1, 0.3956792637, 0.6777948341, -0.3358157918
72.2, 0.4606338488, 0.610053899, -1.011658016
72.3, 0.5155214722, 0.477442847, -1.628176453
72.4, 0.5542009632, 0.2873559076, -2.156672023
72.5, 0.5714082006, 0.04987659147, -2.5722467
72.6, 0.56300422, -0.2226560685, -2.85484643
72.7, 0.52617505, -0.5161758435, -2.990103005
72.8, 0.4595748873, -0.8154902867, -2.969940214
72.9, 0.3634065688, -1.104929457, -2.792919326
73, 0.2394359004, -1.369015519, -2.464309759
73.1, 0.09093913522, -1.593125513, -1.99588217
73.2, -0.07741433497, -1.76411986, -1.405432667
73.3, -0.2597393345, -1.870910634, -0.7160579677
73.4, -0.4491650815, -1.904946108, 0.04478840247
73.5, -0.6381087833, -1.860591567, 0.8464197475
73.6, -0.8185814518, -1.73539068, 1.656173153
73.7, -0.982513413, -1.530196658, 2.440747782
73.8, -1.122086174, -1.249167809, 3.167569245
73.9, -1.23005705, -0.8996277043, 3.806123764
74, -1.300063259, -0.4917957283, 4.329207205
74.1, -1.326893029, -0.03839915255, 4.714037634
74.2, -1.306712642, 0.445817301, 4.943185831
74.3, -1.237240129, 0.9446642247, 5.005285753
74.4, -1.117858547, 1.441139094, 4.895496192
74.5, -0.949664224, 1.918090745, 4.615695154
74.6, -0.7354480504, 2.358889579, 4.174399664
74.7, -0.4796105995, 2.748076135, 3.586415036
74.8, -0.1880145814, 3.071961656, 2.872228871
74.9, 0.1322193334, 3.319156321, 2.057175567
75, 0.4729649973, 3.481003891, 1.170406581
75.1, 0.8253813117, 3.551905435, 0.2437096227
75.2, 1.180229032, 3.529519458, -0.6897739167
75.3, 1.528201066, 3.414830896, -1.596879899
75.4, 1.860253011, 3.212086896, -2.445745548
75.5, 2.167920721, 2.928602821, -3.207071994
75.6, 2.443612338, 2.574447251, -3.855273296
75.7, 2.680863321, 2.162019751, -4.369464894
75.8, 2.874544634, 1.705539528, -4.734251343
75.9, 3.021016237, 1.220466706, -4.940281698
76, 3.11822034, 0.7228806279, -4.984550776
76.1, 3.165711429, 0.2288412491, -4.870435236
76.2, 3.164622684, -0.2462397759, -4.607464573
76.3, 3.117571097, -0.6881922769, -4.210838258
76.4, 3.028506068, -1.084620638, -3.700710852
76.5, 2.902508627, -1.425355053, -3.101276616
76.6, 2.745550394, -1.702802852, -2.439693438
76.7, 2.564222996, -1.912186084, -1.744892527
76.8, 2.365449797, -2.051656492, -1.04632497
76.9, 2.156192455, -2.122284199, -0.3726987087
77, 1.943164851, -2.12792186, 0.2492402883
77.1, 1.732566579, -2.074951321, 0.7958309454
77.2, 1.529847147, -1.971924765, 1.247476645
77.3, 1.339510681, -1.829116831, 1.589440223
77.4, 1.164969033, -1.658007874, 1.812421179
77.5, 1.008449062, -1.470721433, 1.912891243
77.6, 0.8709574118, -1.279440834, 1.893174853
77.7, 0.7523036135, -1.09583064, 1.761271978
77.8, 0.651179725, -0.9304884087, 1.530431811
77.9, 0.5652922752, -0.7924507673, 1.218496449
78, 0.4915399675, -0.6887754622, 0.8470435612
78.1, 0.4262286025, -0.6242176526, 0.4403656071
78.2, 0.365313049, -0.6010146238, 0.02433017792
78.3, 0.3046549082, -0.6187883583, -0.3748288876
78.4, 0.2402838272, -0.6745702693, -0.7317369704
78.5, 0.1686502499, -0.7629470831, -1.023067345
78.6, 0.08685776434, -0.8763215781, -1.228641219
78.7, -0.007135916222, -1.00527687, -1.332391032
78.8, -0.1143589336, -1.139028397, -1.323144717
78.9, -0.2347140417, -1.265943902, -1.195196208
79, -0.3669218234, -1.374108663, -0.9486365806
79.1, -0.5085216653, -1.451911189, -0.5894304155
79.2, -0.6559312503, -1.48862357, -0.1292328133
79.3, -0.8045627452, -1.474950794, 0.4150463938
79.4, -0.9489913364, -1.403524521, 1.021913877
79.5, -1.083169429, -1.269319067, 1.666172011
79.6, -1.200677743, -1.069970557, 2.319969566
79.7, -1.295002839, -0.8059842343, 2.953979982
79.8, -1.359829338, -0.4808196138, 3.538657666
79.9, -1.389334297, -0.1008483027, 4.045519233
80, -1.378471002, 0.3248152798, 4.448395282
80.1, -1.323229681, 0.7846046541, 4.724599307
80.2, -1.220863503, 1.264902668, 4.855963545
80.3, -1.070069538, 1.750537921, 4.829696968
80.4, -0.8711161269, 2.225356502, 4.639027846
80.5, -0.6259102696, 2.672845964, 4.283602225
80.6, -0.3380010463, 3.076786139, 3.769619727
80.7, -0.01251773588, 3.421900019, 3.109699012
80.8, 0.343956036, 3.694477781, 2.322476518
80.9, 0.7235681148, 3.882947912, 1.431953241
81, 1.117437092, 3.978371428, 0.4666149031
81.1, 1.515936263, 3.974838207, -0.5416396115
81.2, 1.909011602, 3.869748327, -1.55871852
81.3, 2.286521566, 3.663965987, -2.549656754
81.4, 2.638585613, 3.361838722, -3.479981234
81.5, 2.955927792, 2.971080128, -4.317066034
81.6, 3.230201928, 2.502519896, -5.031421883
81.7, 3.454285532, 1.969730405, -5.597866989
81.8, 3.622530781, 1.388544207, -5.996530898
81.9, 3.730962554, 0.7764812306, -6.213649861
82, 3.77741561, 0.1521082945, -6.24212066
82.1, 3.761605376, -0.465643677, -6.081789709
82.2, 3.685129471, -1.058177553, -5.739465125
82.3, 3.551399849, -1.607915159, -5.228650783
82.4, 3.365508207, -2.09894234, -4.569012843
82.5, 3.134029974, -2.517588143, -3.78560022
82.6, 2.864774652, -2.85291503, -2.907850592
82.7, 2.566492421, -3.09710061, -1.968422385
82.8, 2.248548631, -3.245695834, -1.001900318
82.9, 1.920579105, -3.297749607, -0.04342730059
83, 1.592139868, -3.255795214, 0.872681526
83.1, 1.272365119, -3.125699629, 1.714286082
83.2, 0.9696468848, -2.91638232, 2.452675113
83.3, 0.6913488321, -2.639415497, 3.063675427
83.4, 0.4435653059, -2.308522574, 3.528571655
83.5, 0.2309347562, -1.938995707, 3.834799388
83.6, 0.05651446095, -1.547056548, 3.976384013
83.7, -0.07827907988, -1.149186592, 3.954108032
83.8, -0.1736624113, -0.7614546641, 3.775400932
83.9, -0.231411148, -0.3988691125, 3.45395712
84, -0.254723563, -0.07478114504, 3.009098684
84.1, -0.2480280908, 0.199636439, 2.464910225
84.2, -0.2167433649, 0.4158141, 1.849182435
84.3, -0.1670013179, 0.5680970263, 1.19220887
84.4, -0.1053453323, 0.6539310252, 0.5254864078
84.5, -0.03841639519, 0.6739158949, -0.1196262822
84.6, 0.02735937863, 0.6317248762, -0.7132363141
84.7, 0.08606862207, 0.5338943535, -1.228174965
84.8, 0.1325814519, 0.3894933716, -1.641134655
84.9, 0.1627837339, 0.2096875111, -1.933637497
85, 0.1737612257, 0.007216025173, -2.092795537
85.1, 0.1639280206, -0.2041952935, -2.111831554
85.2, 0.1330941012, -0.410460436, -1.990339421
85.3, 0.08246940966, -0.5977720435, -1.734273883
85.4, 0.01460453386, -0.7532257274, -1.355670994
85.5, -0.06672920468, -0.8654034395, -0.8721116871
85.6, -0.1567149158, -0.9248912804, -0.3059516846
85.7, -0.2497128857, -0.9247099508, 0.3166493227
85.8, -0.3395212285, -0.8606397729, 0.9668579525
85.9, -0.419663181, -0.7314266834, 1.614408995
86, -0.4836886659, -0.5388606327, 2.228906408
86.1, -0.5254771608, -0.2877232089, 2.781128603
86.2, -0.5395288637, 0.01439318757, 3.244283107
86.3, -0.5212316548, 0.3573868938, 3.595157893
86.4, -0.4670923798, 0.7290564651, 3.815121105
86.5, -0.3749224942, 1.115600773, 3.890927331
86.6, -0.2439700322, 1.502188617, 3.815296766
86.7, -0.07499213032, 1.873573853, 3.587243199
86.8, 0.1297351633, 2.214730153, 3.212137317
86.9, 0.3664704259, 2.511478711, 2.701502963
87, 0.6301217122, 2.751082554, 2.072555206
87.1, 0.9144181188, 2.922782517, 1.347499882
87.2, 1.212131082, 3.018252451, 0.5526242926
87.3, 1.515336349, 3.031954621, -0.2827825612
87.4, 1.815705857, 2.961380478, -1.127634695
87.5, 2.104817525, 2.807166804, -1.950328122
87.6, 2.374470207, 2.573082484, -2.720040362
87.7, 2.616990857, 2.265886567, -3.407995937
87.8, 2.825521296, 1.895063709, -3.988644838
87.9, 2.994272844, 1.472448183, -4.440704658
88, 3.11873842, 1.011752353, -4.7480229
88.1, 3.195853525, 0.5280194137, -4.900223581
88.2, 3.224099666, 0.03702343703, -4.893111387
88.3, 3.203546185, -0.4453581619, -4.728816858
88.4, 3.135829055, -0.903773439, -4.415677035
88.5, 3.024067827, -1.323999762, -3.967857113
88.6, 2.872724492, -1.693497508, -3.404729584
88.7, 2.687410464, -2.001890623, -2.750037532
88.8, 2.474649994, -2.241354172, -2.03087782
88.9, 2.241610166, -2.406892975, -1.276547465
89, 1.995808972, -2.496500075, -0.5173022151
89.1, 1.744813814, -2.511188845, 0.2169199975
89.2, 1.495943184, -2.454897947, 0.8977566369
89.3, 1.255984026, -2.334273706, 1.499605931
89.4, 1.03093661, -2.158339666, 2.000689895
89.5, 0.8257975012, -1.938067856, 2.383950091
89.6, 0.6443895538, -1.685870457, 2.637738335
89.7, 0.4892458107, -1.4150339, 2.756273255
89.8, 0.3615518607, -1.139119857, 2.739843564
89.9, 0.2611486767, -0.8713589638, 2.594749658
90, 0.1865953544, -0.6240634026, 2.332986248
90.1, 0.1352885886, -0.4080836411, 1.97167975
90.2, 0.1036332821, -0.232332731, 1.532304552
90.3, 0.08725647687, -0.1033986744, 1.039711711
90.4, 0.08125492958, -0.0252615976, 0.5210116013
90.5, 0.08046519859, 0.0008720070929, 0.004358300185
90.6, 0.07974412878, -0.0233892811, -0.4823123046
90.7, 0.07424716105, -0.09370662754, -0.9125366326
90.8, 0.05969197023, -0.203218534, -1.262515979
90.9, 0.03259554856, -0.3428624576, -1.512196268
91, -0.009526023771, -0.5017967993, -1.646188424
91.1, -0.06800429143, -0.6679052655, -1.654489457
91.2, -0.1429188045, -0.8283620217, -1.532972735
91.3, -0.2330560511, -0.9702333792, -1.283625603
91.4, -0.3359293093, -1.081090101, -0.9145232021
91.5, -0.4478591561, -1.149603851, -0.4395384198
91.6, -0.5641117426, -1.166101859, 0.1222008553
91.7, -0.6790894252, -1.123055554, 0.7470853395
91.8, -0.7865660455, -1.015481563, 1.407997125
91.9, -0.8799571622, -0.8412371314, 2.075441415
92, -0.9526139586, -0.6011963473, 2.718790176
92.1, -0.9981284326, -0.2992985601, 3.307585773
92.2, -1.010636877, 0.0575342943, 3.812849932
92.3, -0.9851086103, 0.4596092317, 4.208342948
92.4, -0.917607404, 0.8947949598, 4.471719932
92.5, -0.805514093, 1.348963027, 4.585534988
92.6, -0.6477003563, 1.806519967, 4.538050414
92.7, -0.4446456097, 2.251009119, 4.323815962
92.8, -0.1984912367, 2.665757776, 3.943992696
92.9, 0.0869710671, 3.03454328, 3.406406517
93, 0.4063773688, 3.342250748, 2.725327624
93.1, 0.752933793, 3.575495313, 1.92098355
93.2, 1.118618183, 3.723183089, 1.018824526
93.3, 1.494433805, 3.776987448, 0.04857020517
93.4, 1.870705597, 3.731720603, -0.9569240338
93.5, 2.237407662, 3.585584682, -1.962935437
93.6, 2.584509364, 3.340291351, -2.934225437
93.7, 2.90232656, 3.001044409, -3.836419403
93.8, 3.181864214, 2.576385346, -4.6373583
93.9, 3.415136928, 2.077907447, -5.308367014
94, 3.595454745, 1.519849413, -5.825387446
94.1, 3.717662933, 0.9185843995, -6.16992996
94.2, 3.778326269, 0.2920246474, -6.329804219
94.3, 3.775850542, -0.341034647, -6.299599435
94.4, 3.710536484, -0.961606094, -6.080894379
94.5, 3.584564041, -1.551207957, -5.682188571
94.6, 3.401907663, -2.092541246, -5.118557536
94.7, 3.168186061, -2.570119095, -4.411046326
94.8, 2.890452455, -2.970823389, -3.585826286
94.9, 2.576933741, -3.284366647, -2.673149708
95, 2.236728974, -3.503641022, -1.706145317
95.1, 1.879479178, -3.624940922, -0.719503995
95.2, 1.515021585, -3.648050957, 0.2518913897
95.3, 1.153041955, -3.576196394, 1.174336011
95.4, 0.8027386202, -3.415858961, 2.016617024
95.5, 0.4725113731, -3.176466309, 2.751217938
95.6, 0.1696871699, -2.869968561, 3.355364559
